track_id,popularity,duration_ms,danceability,energy,key,loudness,speechiness,liveness,valence,time_signature,track_genre,is_happy_genre,is_sad_genre,high_valence,low_valence
5QAMZTM5cmLg3fHX9ZbTZi,0,131760,0.62,0.309,5,-9.209,0.0495,0.146,0.664,4,acoustic,False,False,True,False
2qESE1ZeWly7I3YjyTXmXh,0,131760,0.62,0.309,5,-9.209,0.0495,0.146,0.664,4,acoustic,False,False,True,False
3EQV1ZHtHvq9OnVRYIdbg3,0,131760,0.62,0.309,5,-9.209,0.0495,0.146,0.664,4,acoustic,False,False,True,False
3ax0rfGb7exLtl02LL08U9,0,131760,0.62,0.309,5,-9.209,0.0495,0.146,0.664,4,acoustic,False,False,True,False
1m5LC29RE52Bxy7hxvpOlL,0,234186,0.593,0.455,6,-8.192,0.0388,0.0914,0.564,4,acoustic,False,False,False,False
3H36x7buZdQD4687VmFrwY,0,259558,0.296,0.206,0,-11.799,0.0412,0.0959,0.202,4,acoustic,False,False,False,True
0xbMRcMFqxJq1Wa7tvWPtn,0,259558,0.296,0.206,0,-11.799,0.0412,0.0959,0.202,4,acoustic,False,False,False,True
6h061f44HZPj1OXO2nA45d,0,259558,0.296,0.206,0,-11.799,0.0412,0.0959,0.202,4,acoustic,False,False,False,True
62EwQLDw0dprDzuLwQ0sH1,0,257493,0.409,0.153,6,-10.74,0.0306,0.108,0.18,4,acoustic,False,False,False,True
3lvo0I8c2qBJDLZWqExDgC,0,247791,0.501,0.0952,2,-12.931,0.054,0.0915,0.316,4,acoustic,False,False,False,True
1ae8XfBQ3fDEvmBjFaemGV,0,206267,0.606,0.326,10,-10.031,0.0294,0.139,0.414,4,acoustic,False,False,False,False
0adVktNVJXPZfhQe6B1NO5,0,257493,0.409,0.153,6,-10.74,0.0306,0.108,0.18,4,acoustic,False,False,False,True
6sp6Vx3sv2l5qxPfbQkcyt,0,306794,0.474,0.519,7,-5.291,0.0253,0.107,0.326,4,acoustic,False,False,False,True
1WFVfVjCtbmdIv7j3Fa9iy,0,266960,0.568,0.301,10,-10.163,0.0373,0.118,0.142,4,acoustic,False,False,False,True
0e5PAxSyZ5DWWVqKANHETz,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
1MLr9b1fOybO3MGiLy47Ys,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
6JGjevTaqr9J1xp7YvYUKF,0,193943,0.476,0.666,6,-3.438,0.0446,0.342,0.498,4,acoustic,False,False,False,False
7Af2YlwMZryKOQiRfwMsD2,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
3RE5nHIVkC4KcA7snFaTKd,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
0JvkNRyq8Tmot9khpdtN0I,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
27gHtbsHClwimHFtKgFop4,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
1QBNBGeIRRGBnLhdlHbfI8,0,230098,0.568,0.686,1,-6.635,0.033,0.0881,0.725,4,acoustic,False,False,True,False
72xTsTouZ5nBmASX8k1XCW,46,213098,0.596,0.2,0,-10.424,0.0305,0.0884,0.308,4,acoustic,False,False,False,True
3ILmwMefYZoQh5Cf5jeuUQ,61,232360,0.373,0.914,0,-4.185,0.0565,0.669,0.56,4,acoustic,False,False,False,False
2DHDuADAHoUW6n0z80RLQF,60,241119,0.494,0.652,6,-5.863,0.0314,0.125,0.298,4,acoustic,False,False,False,True
5JDcQAztvZTIkrWoZihgvC,68,220239,0.447,0.393,5,-8.65,0.038,0.28,0.564,3,acoustic,False,False,False,False
2sYFi9xVSZ56WHKSY2fN1K,52,171543,0.576,0.331,6,-9.389,0.0306,0.129,0.407,4,acoustic,False,False,False,False
6xJOhSm4SvZwzy3uhWz26O,62,286865,0.536,0.89,1,-5.222,0.0375,0.131,0.273,4,acoustic,False,False,False,True
7lLKxcNeJtDTWVRKHovLEC,51,234473,0.526,0.333,4,-13.02,0.0314,0.111,0.159,4,acoustic,False,False,False,True
25UzeaV47eDT44Fovve6xQ,0,216000,0.501,0.381,0,-9.448,0.036,0.119,0.502,4,acoustic,False,False,False,False
4oa14QBfWRDfJy2agySy0L,67,232760,0.27,0.275,0,-10.357,0.0356,0.146,0.231,4,acoustic,False,False,False,True
2gRKq9rIC5i1zuxp06zJWH,57,178600,0.731,0.507,0,-6.477,0.046,0.0912,0.265,4,acoustic,False,False,False,True
08MFgEQeVLF37EyZ7jcwLc,75,254400,0.375,0.457,3,-7.018,0.0315,0.191,0.415,3,acoustic,False,False,False,False
6nXIYClvJAfi6ujLiKqEq8,62,244320,0.43,0.791,6,-5.419,0.0302,0.11,0.217,4,acoustic,False,False,False,True
7x4b0UccXSKBWxWmjcrG2T,66,124933,0.616,0.282,1,-15.317,0.0331,0.13,0.435,4,acoustic,False,False,False,False
6owKuyHxUqidcAA6fPKSyy,64,222146,0.705,0.347,2,-8.249,0.0301,0.12,0.36,4,acoustic,False,False,False,True
0wbmIfvndFV9VDvuUY1pYN,62,181852,0.582,0.255,4,-10.254,0.0306,0.0889,0.285,4,acoustic,False,False,False,True
3e5yu9MkIvQx17mm7LF6KY,58,186584,0.549,0.274,1,-12.565,0.0379,0.103,0.207,4,acoustic,False,False,False,True
6VwAh8Z1d5YKoSWoEaV4db,65,159600,0.787,0.355,0,-11.429,0.0288,0.111,0.48,4,acoustic,False,False,False,False
2D4BSm5Z8Hq5zYbSgJwEOh,67,250266,0.397,0.303,5,-7.508,0.0435,0.101,0.172,4,acoustic,False,False,False,True
7LwGBxB0h0CVmkOZxYKn0g,65,318908,0.548,0.42,0,-7.842,0.0277,0.0899,0.196,4,acoustic,False,False,False,True
0ZwdH0m32I8odedwvspYTh,44,222351,0.787,0.403,0,-11.989,0.033,0.131,0.264,4,acoustic,False,False,False,True
16dkWKIlBsfYTISCVuDs0w,55,219480,0.484,0.573,5,-6.183,0.0298,0.15,0.346,3,acoustic,False,False,False,True
3TwtrR1yNLY1PMPsrGQpOp,70,221693,0.382,0.416,0,-9.303,0.0302,0.0719,0.125,4,acoustic,False,False,False,True
3Et4LKZLnXygPYfNdeB3D3,57,354400,0.541,0.575,9,-9.463,0.0491,0.102,0.428,4,acoustic,False,False,False,False
2E9viCx0hJKNKNThd2MdGQ,56,177500,0.607,0.473,2,-8.555,0.034,0.66,0.54,4,acoustic,False,False,False,False
0Zf1BPkkFAWGtVHeBwHHz4,56,247840,0.417,0.595,6,-7.84,0.0396,0.101,0.117,4,acoustic,False,False,False,True
38jy6kRlPt8z1GUS9WXeNh,67,216386,0.572,0.454,3,-10.286,0.0258,0.0974,0.515,4,acoustic,False,False,False,False
2SkJKMfjpYsNv0KWOxiegX,62,229320,0.709,0.913,7,-5.148,0.0748,0.167,0.519,4,acoustic,False,False,False,False
4qCbMMMuEB56kHd4zPE6GD,45,330933,0.537,0.342,2,-13.553,0.0273,0.0687,0.253,4,acoustic,False,False,False,True
11TK5KLtLZUdKr1C549bAw,64,172213,0.602,0.336,8,-11.106,0.0369,0.143,0.335,4,acoustic,False,False,False,True
7BXW1QCg56yzEBV8pW8pah,65,226106,0.643,0.638,1,-4.947,0.0407,0.0707,0.6,4,acoustic,False,False,True,False
2kMrCPZ0o5gErBPLCRgoli,0,235173,0.451,0.7,10,-6.597,0.0431,0.405,0.37,4,acoustic,False,False,False,True
5IjTZ1g8KrIuV97N3OQZ0V,0,195213,0.546,0.391,2,-10.786,0.063,0.0552,0.202,4,acoustic,False,False,False,True
3bHhUEOTIbezeZ856R0BX5,68,236306,0.561,0.327,11,-10.835,0.0327,0.111,0.298,4,acoustic,False,False,False,True
0wf17wsLRwnnfh241GkeH5,0,181400,0.479,0.541,0,-9.862,0.0543,0.108,0.3,4,acoustic,False,False,False,True
3322ArxAq7wCSZI4fF77Q0,0,181400,0.479,0.541,0,-9.862,0.0543,0.108,0.3,4,acoustic,False,False,False,True
4LGF2tDg3878bs0mQPByZ4,61,164500,0.436,0.4,7,-11.485,0.0272,0.125,0.351,4,acoustic,False,False,False,True
6Uy6K3KdmUdAfelUp0SeXn,70,220573,0.551,0.836,10,-3.838,0.0524,0.0425,0.758,4,acoustic,False,False,True,False
2z2JKNU24UEngb4joR9p8f,0,257493,0.409,0.153,6,-10.74,0.0306,0.108,0.18,4,acoustic,False,False,False,True
2nef44o0sjJDKB1ta4S0ub,0,257493,0.409,0.153,6,-10.74,0.0306,0.108,0.18,4,acoustic,False,False,False,True
0qJGlogD7AyMLAJfQ42aI2,62,210612,0.6,0.845,10,-7.076,0.0311,0.24,0.392,4,acoustic,False,False,False,True
04JS6OitE9VGsIS3S94Osg,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
5OGpsZeJRZ3t3MZioawcZW,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
3Vnes7v746dYzBn0FJTZ1W,0,263866,0.447,0.555,2,-6.018,0.0349,0.124,0.33,3,acoustic,False,False,False,True
30cYWLpVdBZVLb1cYdmcTT,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
7sUqJ51FGSi3n7x4pYjY3v,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
15BFn2VmEtonsXfNL1lUmy,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
0WOFJR54wyTwLB11jcBDb1,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
1uDCw6LVMOmbZ6zRliNcNX,0,154440,0.492,0.145,2,-14.504,0.0422,0.107,0.218,4,acoustic,False,False,False,True
7DYsBLdOqz0z14tYWMt2Tn,0,177613,0.661,0.937,4,-5.157,0.0979,0.19,0.805,4,acoustic,False,False,True,False
7cPuE0M35EajWPRO3nRcH8,0,199040,0.603,0.78,0,-5.531,0.0438,0.164,0.693,4,acoustic,False,False,True,False
0U32q8CZRRo7xCzyiaZw5f,58,293040,0.626,0.655,9,-6.69,0.0263,0.13,0.542,4,acoustic,False,False,False,False
4kQXMVjoZ9yMibLZq5Aqi5,50,138495,0.794,0.38,10,-8.769,0.0477,0.262,0.617,4,acoustic,False,False,True,False
3us8sod4dLbM9FiMiPiEY8,59,198626,0.52,0.279,5,-10.739,0.0547,0.103,0.0951,4,acoustic,False,False,False,True
1PR5pyPiOEEQ02oJYq402x,57,292566,0.545,0.658,1,-7.174,0.0474,0.105,0.683,4,acoustic,False,False,True,False
068qo0w1Ki0cjnFYOUhAm2,60,199019,0.728,0.266,8,-7.322,0.0293,0.114,0.307,4,acoustic,False,False,False,True
2RFt6ZWQbr9mPhsft9u9eX,61,181760,0.66,0.407,7,-8.381,0.0571,0.109,0.257,4,acoustic,False,False,False,True
59pUIlXjQupbiYwt40uUTi,49,349920,0.357,0.161,8,-10.667,0.0388,0.358,0.325,4,acoustic,False,False,False,True
0VhZ5JYfqPojSYeGWnk4dL,55,204973,0.479,0.154,2,-11.282,0.0352,0.0974,0.36,4,acoustic,False,False,False,True
0ltIx8PLjtWoS9zn9PqsZW,51,322146,0.592,0.769,2,-5.268,0.0311,0.137,0.385,4,acoustic,False,False,False,True
7ACW42whcdOiUxiNVu7ltx,46,210375,0.7,0.454,7,-10.39,0.0388,0.121,0.34,3,acoustic,False,False,False,True
4qTHoIp62ngNDpUJwW3hZ7,57,131000,0.402,0.197,5,-10.775,0.0295,0.114,0.148,3,acoustic,False,False,False,True
4VbDTk82rqWqVgoQC93CkC,58,218531,0.507,0.378,9,-9.019,0.0332,0.0937,0.085,4,acoustic,False,False,False,True
1pG5nd6gmfbMwUfT5shDQe,51,195945,0.619,0.226,4,-13.453,0.0641,0.106,0.188,3,acoustic,False,False,False,True
2WZyfujzMweFLnozyUJBkW,63,245933,0.404,0.571,0,-5.069,0.0303,0.129,0.29,4,acoustic,False,False,False,True
6gijbGNDNNJgT60Aj7UCyc,53,212386,0.418,0.79,4,-6.599,0.0506,0.117,0.197,4,acoustic,False,False,False,True
5pq4v03P5PxMcnCagg4S3Z,60,225165,0.633,0.299,11,-7.798,0.0353,0.109,0.341,4,acoustic,False,False,False,True
08OjvLnGR3M0HUhcePeMNO,47,112008,0.565,0.0392,1,-28.276,0.045,0.117,0.601,4,acoustic,False,False,True,False
65VhbQdqvozUntjnlFkFbZ,60,123609,0.664,0.0755,10,-19.836,0.0389,0.164,0.575,1,acoustic,False,False,False,False
05pKAafT85jeeNhZ6kq7HT,66,240165,0.585,0.303,4,-10.058,0.0398,0.115,0.142,3,acoustic,False,False,False,True
3PG6V5yuFfo4APiovOQoRv,67,265843,0.65,0.271,9,-11.081,0.0314,0.196,0.21,4,acoustic,False,False,False,True
5O9R57EozcpLKGQBzadPVy,43,194194,0.534,0.213,1,-8.64,0.0283,0.107,0.0998,4,acoustic,False,False,False,True
6ta5yavnnEfCE4faU0jebM,54,154600,0.456,0.386,10,-10.293,0.032,0.389,0.612,4,acoustic,False,False,True,False
7BRCa8MPiyuvr2VU3O9W0F,60,158960,0.409,0.234,3,-13.711,0.0323,0.0895,0.145,4,acoustic,False,False,False,True
5ZhaKUsY68U0lgREFWfoxg,49,319000,0.502,0.53,2,-9.573,0.0266,0.0728,0.102,4,acoustic,False,False,False,True
4zcMBfbQZvBSHQBGDd6gsN,57,214360,0.496,0.117,0,-12.884,0.0301,0.126,0.318,4,acoustic,False,False,False,True
7bhHLZxkRekrNPPkEdDTbn,42,204480,0.585,0.724,1,-6.513,0.0745,0.0448,0.333,3,acoustic,False,False,False,True
5rwq6R0Uq0BngM3rdmCeNg,67,277000,0.582,0.253,10,-11.43,0.0259,0.091,0.294,4,acoustic,False,False,False,True
2lxBZVbkiCXC1soks2RXwV,61,214240,0.637,0.14,2,-11.472,0.0407,0.107,0.392,4,acoustic,False,False,False,True
38YgZVHPWOWsKrsCXz6JyP,71,215173,0.672,0.623,9,-5.699,0.0297,0.0848,0.617,4,acoustic,False,False,True,False
6XrNrp7UtGgyZcHJ0ckL0w,49,296862,0.422,0.272,4,-10.772,0.0353,0.0704,0.113,4,acoustic,False,False,False,True
72R0X0h8YaxYNpegeoOl0M,61,235813,0.47,0.801,9,-6.426,0.0352,0.218,0.431,4,acoustic,False,False,False,False
6R6ux6KaKrhAg2EIB2krdU,61,228933,0.564,0.864,4,-5.121,0.0341,0.182,0.534,4,acoustic,False,False,False,False
2D9w6sabdMCLSheW5aegwO,20,339196,0.521,0.495,5,-7.756,0.027,0.296,0.116,4,acoustic,False,False,False,True
1Qo3taHLFSQpzLm5Sty7M4,22,296843,0.616,0.81,2,-6.51,0.0668,0.107,0.79,4,acoustic,False,False,True,False
71M4QMn8nrok1KFVXwEEyU,35,218240,0.615,0.812,7,-6.573,0.0458,0.328,0.74,4,acoustic,False,False,True,False
4lxGVzcUaSF5HW5jtWnShV,60,151773,0.478,0.305,5,-13.062,0.0306,0.169,0.0974,4,acoustic,False,False,False,True
2PIlBukQ6limukVR8Ubb5o,59,181400,0.479,0.541,0,-9.862,0.0545,0.108,0.321,4,acoustic,False,False,False,True
5p9XWUdvbUzmPCukOmwoU3,73,201706,0.587,0.767,0,-5.713,0.0449,0.112,0.664,4,acoustic,False,False,True,False
1uSuY2qLCbx1QB7oPUVhFG,22,192260,0.514,0.569,6,-7.866,0.03,0.218,0.264,4,acoustic,False,False,False,True
6twvFrIoIINH8UW8EB8OnU,19,198855,0.646,0.836,1,-6.203,0.0327,0.29,0.727,4,acoustic,False,False,True,False
2pelUnMKr07JjJpilj9Yew,24,191889,0.57,0.711,9,-4.155,0.0703,0.352,0.648,4,acoustic,False,False,True,False
7d0bJhpp0mCYyMXaMgWyMS,57,171293,0.678,0.199,9,-9.785,0.0307,0.0968,0.262,4,acoustic,False,False,False,True
73CbJykoV6WapWGfTeRzTl,35,256440,0.589,0.867,10,-4.523,0.0385,0.306,0.795,4,acoustic,False,False,True,False
3ixLIO5BsTmic0Pp27FaPY,20,221425,0.626,0.926,2,-4.441,0.0477,0.159,0.548,4,acoustic,False,False,False,False
5ZetMq21bMQN5oo4TtdOxu,18,255047,0.686,0.556,1,-8.5,0.0271,0.0922,0.36,4,acoustic,False,False,False,True
73oHkllHIT8fdbzpxiXW40,19,208793,0.56,0.832,9,-5.595,0.0352,0.232,0.802,4,acoustic,False,False,True,False
4MihgVRpD82EZoT61GW63w,23,214552,0.619,0.793,5,-5.964,0.0661,0.0828,0.892,4,acoustic,False,False,True,False
1BECZPXBXzobsfmlzj0g3I,19,264280,0.56,0.278,3,-12.501,0.0921,0.112,0.594,4,acoustic,False,False,False,False
14vExHBkh1prEAN94wZug8,18,289041,0.595,0.805,8,-7.926,0.0543,0.0691,0.359,4,acoustic,False,False,False,True
0fzCtVM9D5UEwiLqcY8Ouq,65,322080,0.438,0.827,8,-6.531,0.0328,0.319,0.645,4,acoustic,False,False,True,False
6IF2P93LkyW4GqDQu1yS7H,55,238971,0.582,0.375,1,-13.277,0.0329,0.136,0.106,4,acoustic,False,False,False,True
34dnNAUoIPcwnK0RtVMBWZ,47,276575,0.453,0.295,7,-12.881,0.0291,0.293,0.14,4,acoustic,False,False,False,True
5aDpULK8MbJmHl42kR5KNI,56,249120,0.636,0.625,11,-7.895,0.0277,0.119,0.342,4,acoustic,False,False,False,True
1fI1TMpz7FVkpoYBhmiywp,53,111734,0.639,0.201,7,-16.613,0.0526,0.124,0.4,4,acoustic,False,False,False,True
23Mcmg5O8rBKAOzxvrTjnD,49,210760,0.69,0.423,2,-9.194,0.0294,0.111,0.59,4,acoustic,False,False,False,False
0gVbkmFqq5fIkXtJJ3UTfM,51,255688,0.599,0.349,1,-9.269,0.0301,0.112,0.444,4,acoustic,False,False,False,False
00DuOxungwHwVUX2m37P0P,53,181786,0.519,0.264,0,-11.171,0.0601,0.237,0.192,4,acoustic,False,False,False,True
2lFlveK1y13WWp3vnQtrr3,66,244600,0.643,0.569,7,-7.459,0.0276,0.178,0.275,4,acoustic,False,False,False,True
2WD93lsfJonaKtrQtpLB2R,56,174546,0.573,0.624,1,-9.076,0.0324,0.114,0.529,4,acoustic,False,False,False,False
7njTGO45SkaBTNu35t2Yq0,47,234330,0.654,0.821,7,-5.472,0.0264,0.228,0.613,4,acoustic,False,False,True,False
6ivkBaxvclVhwZDE2uwldj,51,255600,0.426,0.399,0,-8.447,0.034,0.118,0.217,4,acoustic,False,False,False,True
6Cvti10W0AzmzG9D1tpuKp,55,176542,0.505,0.21,11,-11.349,0.0295,0.11,0.323,4,acoustic,False,False,False,True
03yc0G2OoH1Eeyu7Piy8fK,60,243494,0.693,0.43,11,-9.395,0.0442,0.0928,0.731,4,acoustic,False,False,True,False
5RO0MNa5hBKIM4OcjygadU,40,188695,0.739,0.287,6,-14.007,0.059,0.111,0.557,4,acoustic,False,False,False,False
78TKtlSLWK8pZAKKW3MyQL,58,229400,0.453,0.146,2,-8.976,0.0343,0.0945,0.0915,3,acoustic,False,False,False,True
1esE8j1nVyzEQ5rVhYXoJT,55,216853,0.606,0.54,7,-6.271,0.0339,0.144,0.249,4,acoustic,False,False,False,True
68Yc9ylRZZPtsuVgtrxcDj,50,149000,0.595,0.646,0,-5.495,0.0327,0.258,0.563,4,acoustic,False,False,False,False
3tjjCCdXSdaVEo4q4y071G,52,157231,0.736,0.145,11,-9.215,0.0336,0.108,0.235,4,acoustic,False,False,False,True
3tob5ofeuvFKKSbOTldenC,54,226603,0.479,0.126,1,-13.974,0.0303,0.113,0.279,4,acoustic,False,False,False,True
4E6cwWJWZw2zWf7VFbH7wf,73,258826,0.583,0.786,2,-3.142,0.0301,0.188,0.573,4,acoustic,False,False,False,False
3uAdZpIbMTtVXitHVibLMV,38,194013,0.549,0.291,2,-13.457,0.0388,0.129,0.376,4,acoustic,False,False,False,True
2LC523tbEPFpc1pnikbt5b,53,242439,0.418,0.489,6,-8.373,0.0323,0.42,0.398,4,acoustic,False,False,False,True
3ISLwA96mtx13Wx7K1PPPk,55,232500,0.498,0.12,0,-17.721,0.0487,0.171,0.338,4,acoustic,False,False,False,True
7Ca2CkwSqHyr3eCh8IRdjz,41,156787,0.769,0.135,5,-12.049,0.061,0.106,0.471,4,acoustic,False,False,False,False
6ql0ffq6Jvyh9OKqrJCMaP,46,263823,0.434,0.469,0,-7.849,0.0265,0.108,0.0568,4,acoustic,False,False,False,True
1EyvonxK8OGHRV4WDRdArc,63,250916,0.452,0.198,10,-9.374,0.0335,0.1,0.217,4,acoustic,False,False,False,True
0EKBV6GybPtALXUgWqWrym,66,238493,0.544,0.5,11,-8.253,0.026,0.109,0.177,4,acoustic,False,False,False,True
41A82PidFKhGX5hm1WoaDs,54,215906,0.662,0.187,2,-9.003,0.0268,0.0922,0.233,4,acoustic,False,False,False,True
5oV8bZaShr2d01FFMHBUPq,62,181136,0.497,0.13,6,-15.571,0.0436,0.111,0.179,3,acoustic,False,False,False,True
5nMRpGfqQ0tb1TMbqBVK2J,57,157466,0.528,0.291,10,-9.696,0.0401,0.121,0.355,4,acoustic,False,False,False,True
04qDUASuSfVp6fktfsxVej,68,233728,0.461,0.522,11,-7.513,0.043,0.123,0.446,4,acoustic,False,False,False,False
3g61xRaqII8q1wlQDzv550,62,216612,0.483,0.506,9,-6.058,0.0347,0.0946,0.705,4,acoustic,False,False,True,False
3dglCYsVMjPbDlU2CC9Vq7,53,245186,0.392,0.423,7,-7.813,0.0348,0.117,0.288,4,acoustic,False,False,False,True
2f4jlGvGi3ZDGogXys5FUp,44,219613,0.42,0.2,7,-18.827,0.0492,0.0758,0.164,4,acoustic,False,False,False,True
3NCg46FWgnANZc9HQHQOQR,57,248960,0.657,0.716,2,-5.675,0.0301,0.0483,0.435,4,acoustic,False,False,False,False
0muntSMuAZzcwYBBMZj6sf,52,252466,0.495,0.185,9,-13.824,0.0288,0.109,0.196,4,acoustic,False,False,False,True
4bXoVtbp6fN8FaSQvGQB41,53,246613,0.55,0.499,4,-9.502,0.0338,0.0798,0.144,1,acoustic,False,False,False,True
3FRARAKLpHw3er9ZaTwaHO,53,198786,0.534,0.359,0,-9.311,0.0296,0.331,0.267,4,acoustic,False,False,False,True
2Dzhwe90lhHXVU6lk7Nx0H,55,226640,0.378,0.52,11,-10.965,0.0382,0.0979,0.357,4,acoustic,False,False,False,True
12niARgkwxGsklcEwh6GlG,66,203869,0.606,0.349,4,-13.967,0.0319,0.112,0.156,4,acoustic,False,False,False,True
0v0pc1lIt5p6EBX7pnfOGF,49,317441,0.486,0.555,2,-9.466,0.0271,0.109,0.0992,4,acoustic,False,False,False,True
5wQci5VCUjdbKnRD61XYwu,60,261640,0.577,0.446,6,-11.343,0.0313,0.116,0.262,4,acoustic,False,False,False,True
0HQnJee8ShSDu2AYwibxst,38,211933,0.59,0.407,4,-9.079,0.0361,0.094,0.276,4,acoustic,False,False,False,True
4VoJCUgNmnqG2qF0peDBkw,67,218800,0.538,0.315,0,-10.057,0.0291,0.0979,0.4,3,acoustic,False,False,False,True
7xLhousIHDxoGgeJNhO4Ye,57,233266,0.447,0.158,2,-7.571,0.036,0.0816,0.142,3,acoustic,False,False,False,True
1bhpBRCLsVg3p7BWARbaDS,60,156453,0.401,0.58,7,-6.86,0.0541,0.134,0.526,3,acoustic,False,False,False,False
6NSlOEEtWlqvEFrjQsry77,64,165133,0.502,0.311,1,-13.421,0.0285,0.129,0.4,4,acoustic,False,False,False,True
